"","LATITUDE","LONGITUDE","UNITID","INSTNM","STABBR","UGDS_MEN","UGDS_WOMEN","UGDS_WHITE","UGDS_BLACK","UGDS_HISP","UGDS_ASIAN","UGDS_AIAN","UGDS_NHPI","UGDS_2MOR","FIRST_GEN","MARRIED","CITY","ZIP","CONTROL","PCTFLOAN","HIGHDEG","PREDDEG","ICLEVEL","DEBT_MDN","MN_EARN_WNE_P10","GENDER_DIV","RACE_DIV","MARITAL_STATUS_DIV","FIRST_GEN_DIV","DIV_SCORE"
"532",33.774741,-117.938395,123679,"Concorde Career College-Garden Grove","CA",0.2854,0.7146,0.1294,0.0308,0.4661,0.1828,0.0072,0.0298,0.0349,0.5173299101,0.1619786615,"Garden Grove","92840-9201",3,0.6898,2,1,2,9500,39300,0.947134404327353,0.754744914527102,0.999130967545715,0.999966079872571,0.925244091568185
"533",32.641567,-116.997215,123800,"Southwestern College","CA",0.4688,0.5312,0.2711,0.0568,0.5064,0.1208,0.0163,0.0112,0,0.5754035684,0.1063589413,"Chula Vista","91910-7299",1,0.0168,2,2,2,4000,34700,0.979043634538776,0.900216972030884,0.987033175633294,0.992449625206726,0.96468585185242
"537",34.021058,-118.283858,123961,"University of Southern California","CA",0.4945,0.5055,0.3644,0.0436,0.1353,0.225,0.0013,0.0017,0.0508,0.2332909784,0.0118962646,"Los Angeles","90089",2,0.3729,4,3,1,21062,81300,0.961085125333526,0.596792220225755,0.872311651356604,0.847365773466391,0.819388692595569
"543",38.64499,-121.362221,124487,"Epic Bible College","CA",0.5144,0.4856,0.375,0.1971,0.1298,0.0385,0.0192,0.024,0.101,0.523364486,0.3120567376,"Sacramento","95841",2,0.6402,3,3,1,9500,35000,0.943391948626434,0.46324624809766,0.826708762329509,0.999796990063873,0.808285987279369
"544",33.986057,-118.226206,124681,"United Education Institute-Huntington Park Campus","CA",0.3676,0.6324,0.0769,0.1111,0.6176,0.0205,0.0034,0.0067,0.0194,0.6500126807,0.1357423409,"Huntington Park","90255",3,0.4913,2,1,2,9500,26500,0.996157284474876,0.656954066426521,0.998545283431874,0.963501960306232,0.903789648659876
"545",34.06722,-117.28398,124706,"Concorde Career College-San Bernardino","CA",0.226,0.774,0.1751,0.1228,0.5075,0.0449,0.0015,0.012,0.0569,0.5699177438,0.1646734131,"San Bernardino","92408-3403",3,0.572,2,1,2,9500,29300,0.876602301050147,0.875545576343465,0.998673243672702,0.993721834810208,0.93613573896913
"547",34.186464,-118.403755,124937,"Concorde Career College-North Hollywood","CA",0.3871,0.6129,0.1339,0.0516,0.5677,0.1081,0.0032,0.0403,0.0145,0.5582733813,0.1114457831,"North Hollywood","91606-3134",3,0.5708,2,1,2,9500,42500,0.999509337016404,0.722834396605157,0.989847138629181,0.996033550939333,0.927056105797519
"548",34.277035,-119.230659,125028,"Ventura College","CA",0.4517,0.5483,0.2991,0.0248,0.5658,0.047,0.0048,0.0023,0.0371,0.5692254969,0.0779936975,"Ventura","93003-3872",1,0.0333,2,2,2,6000,36400,0.987937890157414,0.846414829318102,0.965038837877105,0.993874038599438,0.948316398988015
"549",34.528578,-117.303918,125082,"Victor Valley Beauty College Inc","CA",0.0515,0.9485,0.3918,0.1443,0.4021,0.0206,0.0103,0,0.0309,0.6097560976,0.102739726,"Victorville","92395",3,0.6948,1,1,3,6397,15700,0.49903952422204,0.848106296855517,0.984821775119999,0.981816065248262,0.828445915361454
"550",34.472231,-117.261456,125091,"Victor Valley College","CA",0.4297,0.5703,0.3124,0.1183,0.4858,0.0222,0.0036,0.0028,0.0463,0.567694622,0.1309593023,"Victorville","92395-5850",1,0,2,2,2,6000,32400,0.995790406363173,0.900433318412491,0.997452950977909,0.994203998762415,0.971970168628997
"551",37.87047,-122.269793,125170,"Berkeley City College","CA",0.4467,0.5533,0.2758,0.1798,0.243,0.1643,0.003,0.0034,0.0706,0.460203471,0.0697674419,"Berkeley","94704",1,0.0216,2,1,2,5775,36100,0.990077334133006,0.771673362540415,0.956660688953829,0.994535477283827,0.928236715727769
"554",36.147891,-120.356747,125462,"West Hills College-Coalinga","CA",0.395,0.605,0.1863,0.0699,0.6294,0.0406,0.0059,0.0039,0.0185,0.6082474227,0.0911458333,"Coalinga","93210",1,0.0625,2,2,2,5500,31700,0.999963866412064,0.783944360755347,0.976566077728642,0.982379624256199,0.935713482288063
"555",34.005578,-118.387578,125471,"West Los Angeles College","CA",0.4104,0.5896,0.1295,0.2916,0.4219,0.055,0.0029,0.0025,0.0352,0.5498866213,0.0754874652,"Culver City","90230-3519",1,0.0374,2,2,2,9000,33700,0.999352233518626,0.452617965339027,0.962581557421056,0.997371168904688,0.852980731295849
"556",37.263133,-122.009701,125499,"West Valley College","CA",0.4475,0.5525,0.4659,0.0273,0.2602,0.1492,0.0019,0.0031,0.0518,0.4693877551,0.1054273238,"Saratoga","95070-5698",1,0.0055,2,2,2,4500,37700,0.989749047389114,0.740801758352698,0.986480574029326,0.996266610235449,0.928324497501646
"557",38.561777,-121.36892,125532,"Carrington College-Sacramento","CA",0.1227,0.8773,0.3726,0.1112,0.2484,0.1011,0.0116,0.0209,0.0513,0.5172798216,0.1471196455,"Sacramento","95826",3,0.6241,2,2,2,12117,31100,0.68379263362195,0.883603102905993,0.999922251967245,0.999966889446375,0.891821219485391
"561",34.209226,-118.340692,125897,"Woodbury University","CA",0.5019,0.4981,0.3509,0.0376,0.2682,0.0781,0.0023,0.012,0.0278,0.3904761905,0.0625,"Burbank","91510-7846",2,0.6573,4,3,1,27000,50400,0.95489183851591,0.897672837578623,0.948511090695653,0.970670268433124,0.942936508805828
"566",39.125995,-121.539316,126119,"Yuba College","CA",0.4027,0.5973,0.4294,0.0383,0.3044,0.1137,0.012,0.004,0.061,0.5696155282,0.1782380397,"Marysville","95901",1,0,2,2,2,4500,32800,0.999905520288171,0.837641807342415,0.994904122285437,0.993788512422209,0.956559990584558
"1302",32.8273,-117.141961,154022,"Ashford University","CA",0.2956,0.7044,0.4709,0.353,0.0953,0.0118,0.0098,0.008,0.0299,0.5430011421,0.3229137594,"San Diego","92123",3,0.7203,4,3,1,9507.5,41500,0.956282845021988,-0.194329476948888,0.802628650146543,0.998264424406395,0.64071161065651
"4267",34.299474,-118.474121,244011,"ITT Technical Institute-Sylmar","CA",0.7562,0.2438,0.229,0.0906,0.5091,0.0956,0.0049,0.0066,0.0214,0.4972857507,0.2337406569,"Sylmar","91342-3664",3,0.7738,3,2,1,13566,42800,0.464286268715848,0.952854970345325,0.954017663877175,0.999509074179081,0.842666994279357
"4287",33.98764,-118.384651,245838,"Antioch University-Los Angeles","CA",0.2695,0.7305,0.5329,0.1138,0.2156,0.024,0,0,0.0479,0.4664804469,0.2146226415,"Culver City","90230-7615",2,0.3072,4,3,1,21916,38900,0.931141474411205,0.601527291088658,0.972721790428266,0.995754178112613,0.875286183510186
"4288",34.419007,-119.695767,245847,"Antioch University-Santa Barbara","CA",0.3576,0.6424,0.5152,0.0182,0.1939,0.0242,0.0121,0.0061,0,0.4664804469,0.2146226415,"Santa Barbara","93101",2,0.5,4,3,1,21916,38900,0.993206983707307,0.53597899625243,0.972721790428266,0.995754178112613,0.874415487125154
"4311",37.701216,-122.125819,246974,"Carrington College-San Leandro","CA",0.1356,0.8644,0.1709,0.2083,0.4165,0.0845,0.0138,0.0413,0.0452,0.5172798216,0.1471196455,"San Leandro","94578-1977",3,0.6032,2,1,2,12117,31100,0.712737941903645,0.69082825597048,0.999922251967245,0.999966889446375,0.850863834821936
"4335",32.708895,-117.155134,248846,"Fashion Institute of Design & Merchandising-San Diego","CA",0.0634,0.9366,0.3732,0.0352,0.3732,0.0775,0.0141,0.0282,0.0141,0.3405762872,0.0307298335,"San Diego","92101-4903",3,0.7041,2,2,2,12000,41800,0.532863597558742,0.868382255866208,0.904646005003693,0.941958627863565,0.811962621573052
"4362",34.081813,-118.151838,260789,"Platt College-Los Angeles","CA",0.2648,0.7352,0.1074,0.0272,0.6596,0.1649,0.0045,0.0045,0.0287,0.585504886,0.1525320317,"Alhambra","91803",3,0.5921,3,2,1,18870.5,33500,0.926009887903724,0.629090748716161,0.999973661415551,0.989800216333271,0.886218628592177
"4391",37.492628,-120.863441,262369,"Adrian's College of Beauty Turlock","CA",0.0226,0.9774,0.4361,0.0301,0.4962,0,0,0.0075,0.0301,0.5714285714,0.156462585,"Turlock","95380",3,0.7418,1,1,3,9500,12900,0.411973821290643,0.738821509013871,0.999767055697811,0.993383164075106,0.785986387519358
"4402",38.754587,-121.264779,363387,"Heald College-Roseville","CA",0.2699,0.7301,0.3569,0.0383,0.0565,0.0364,0.0115,0.0144,0.0297,0.5363278975,0.1818086665,"Roseville","95678",3,0.7786,2,2,2,9500,35800,0.931569690428962,0.606867626016031,0.993505548291694,0.998953825289702,0.882724172506597
"4434",33.136352,-117.188529,365125,"Palomar Institute of Cosmetology","CA",0,1,0.5702,0.0413,0.3636,0.0165,0.0083,0,0,0.4913294798,0.181372549,"San Marcos","92078",3,0.4541,1,1,3,6334,24800,0.33902984094406,0.548428815703861,0.993685451257421,0.999071482107809,0.720053897503288
"4455",33.789372,-117.893486,366289,"InterCoast Colleges-Orange","CA",0.4821,0.5179,0.3214,0.0179,0.5,0,0.0179,0,0,0.5297580118,0.238625363,"Orange","92868",3,0.9091,2,1,2,9500,26100,0.970438290340337,0.74260862134837,0.948459873847114,0.999462998458603,0.915242445998606
"4459",37.709623,-121.804948,366401,"Las Positas College","CA",0.4991,0.5009,0.4236,0.0441,0.2829,0.1492,0.0018,0.0049,0.0658,0.4946682464,0.1169678715,"Livermore","94551-7650",1,0.0109,2,2,2,6000,37400,0.957289004125569,0.810906665276289,0.992512720053302,0.99933380310522,0.940010548140095
"4473",33.129115,-117.158013,366711,"California State University-San Marcos","CA",0.3957,0.6043,0.323,0.0342,0.3965,0.0983,0.0041,0.0042,0.0542,0.4763217239,0.0728948471,"San Marcos","92096-0001",1,0.4107,4,3,1,12500,49300,0.999979014311778,0.944427472152741,0.959951765900292,0.997355788882507,0.97542851031183
"4476",37.713665,-121.087326,366960,"Brightwood College-Modesto","CA",0.1936,0.8064,0.277,0.0221,0.5392,0.0466,0.0123,0.027,0,0.6077694236,0.175470009,"Salida","95368",3,0.5743,2,1,2,8801,22000,0.825715740912299,0.797084748245928,0.995871778036451,0.982556328202117,0.900307148849199
"4510",34.170344,-118.538932,368771,"Hypnosis Motivation Institute","CA",0.28,0.72,0.6,0.0667,0.1467,0.04,0.0133,0,0.1333,0.3604651163,0.2666666667,"Tarzana","91356-4159",2,0.7845,1,1,3,9500,31000,0.941939503154676,0.151142715368098,0.910421499315035,0.954565516639884,0.739517308619423
"4511",34.063876,-118.369383,368780,"Los Angeles ORT College-Los Angeles Campus","CA",0.3595,0.6405,0.2908,0.098,0.2157,0.3791,0,0,0,0.6560509554,0.4837905237,"Los Angeles","90048",2,0.2496,2,1,2,6764,27200,0.993831777120109,0.0659071170807839,0.262290434781039,0.960210194576509,0.57055988088961
"4512",34.032458,-118.389485,368805,"Everest College-West Los Angeles","CA",0.2735,0.7265,0.0588,0.2853,0.4559,0.0382,0.0088,0.0118,0.0647,0.6168505517,0.125,"Los Angeles","90034-3169",3,0.6374,2,1,2,9245,27900,0.935363530479334,0.34513026972911,0.995666741910532,0.979047023438006,0.813801891389245
"4535",34.046799,-117.558954,371265,"Everest College-Ontario","CA",0.2207,0.7793,0.1443,0.1103,0.546,0.0226,0.0099,0.0113,0.0481,0.5767557489,0.1634527089,"Ontario","91761-2338",3,0.4887,1,1,3,9500,25800,0.868877761730914,0.811858863131761,0.998892542229,0.992118024721678,0.917936797953338
"4537",38.00361,-121.288042,371760,"Heald College-Stockton","CA",0.2751,0.7249,0.1971,0.119,0.3961,0.0966,0.0127,0.0195,0.0527,0.5363278975,0.1818086665,"Stockton","95210",3,0.7904,2,2,2,9500,33400,0.937014954794045,0.943984224290801,0.993505548291694,0.998953825289702,0.96836463816656
"4538",37.636589,-122.114939,371779,"Heald College-Hayward","CA",0.2821,0.7179,0.1039,0.1633,0.3595,0.1315,0.0085,0.053,0.0414,0.5363278975,0.1818086665,"Hayward","94545",3,0.7702,2,2,2,9500,39600,0.943988667602274,0.623069359303199,0.993505548291694,0.998953825289702,0.889879350121717
"4540",33.723142,-117.918837,371928,"Modern Technology School","CA",0.313,0.687,0.3893,0.0305,0.3282,0.0534,0.0076,0.0992,0.0534,0.5138888889,0.1467391304,"Fountain Valley","92708-9821",3,0.7589,1,1,2,13039,40100,0.969884536510071,0.0432547918327014,0.999903995199199,0.999998958470088,0.753260570503015
"4541",38.589642,-121.273156,371964,"National Career Education","CA",0.3404,0.6596,0.3617,0.1844,0.227,0.0851,0.0071,0.0071,0.0284,0.5281030445,0.2249408051,"Rancho Cordova","95670",3,0.7652,1,1,3,7600,37100,0.986179750653728,0.801974095750304,0.963230153885482,0.999564734509099,0.937737183699653
"4542",33.839256,-117.959779,371982,"Everest College-Anaheim","CA",0.2438,0.7562,0.1512,0.0519,0.5598,0.0948,0.0068,0.0226,0.0361,0.6171875,0.1669626998,"Anaheim","92801-5229",3,0.5976,2,1,2,9500,27800,0.900828870722478,0.841826823621172,0.998208598373259,0.978910629301719,0.929943730504657
"4544",34.148913,-118.255409,372028,"North-West College-Glendale","CA",0.1123,0.8877,0.3209,0.016,0.2567,0.0535,0,0,0,0.6568742656,0.1860053144,"Glendale","91203",3,0.9894,1,1,3,8030,27700,0.659445462611614,0.808207258685516,0.991645239475054,0.959750358259044,0.854762079757807
"4545",34.029444,-118.024591,372037,"Everest College-City of Industry","CA",0.2565,0.7435,0.0585,0.0315,0.7177,0.0247,0.0067,0.0146,0.0461,0.6168505517,0.125,"City of Industry","91746-1023",3,0.6175,2,1,2,9245,27900,0.916497361065744,0.470189990074687,0.995666741910532,0.979047023438006,0.840350279122242
"4546",33.867773,-118.098316,372073,"Fremont College","CA",0.3721,0.6279,0.062,0.2455,0.5013,0.0594,0,0.0155,0.031,0.5565217391,0.1431718062,"Cerritos","90703",3,0.7434,3,2,1,20000,35400,0.997212573074382,0.518160280629799,0.999639287358666,0.996335571887123,0.877836928237492
"4633",32.956526,-117.042738,377722,"Bellus Academy-Poway","CA",0.019,0.981,0.5528,0.0163,0.2276,0.0569,0.0163,0.0163,0.0894,0.4306784661,0.2685788787,"Poway","92064",3,0.5732,1,1,2,8764,22800,0.400639920711027,0.478924325290403,0.907447082056304,0.986743175727103,0.693438625946209
"4634",34.165828,-118.150615,377759,"Capstone College","CA",0.9,0.1,0.2,0.125,0.575,0.05,0.025,0.025,0,0.7169811321,0.1975308642,"Pasadena","91103",3,0.8627,1,1,3,7146.5,27200,-0.052080485606409,0.747319762136403,0.985332435529628,0.91904255682201,0.649903567220408
"4635",36.669595,-121.655643,378105,"Central Coast College","CA",0.1196,0.8804,0.0833,0.0109,0.8333,0.0181,0.0072,0.0072,0.0072,0.7640449438,0.131147541,"Salinas","93901-3301",3,0.3813,1,1,3,5477,30000,0.676629759079105,0.227209428672789,0.99750168564156,0.877339193463302,0.694670016714189
"4636",33.85967,-118.323701,378406,"ITT Technical Institute-Torrance","CA",0.7638,0.2362,0.0993,0.2384,0.4923,0.0971,0.0022,0,0.0397,0.4972857507,0.2337406569,"Torrance","90504",3,0.8096,3,2,1,13566,42800,0.441316159036009,0.612625232580306,0.954017663877175,0.999509074179081,0.751867032418143
"4654",33.692248,-116.185875,381255,"CET-Coachella","CA",0.6619,0.3381,0.0144,0.0144,0.9496,0.0072,0.0072,0,0.0072,0.6605664488,0.2064714946,"Coachella","92236",2,0.2634,1,1,3,5278,24900,0.70918929079289,-0.196593347665557,0.979219962154627,0.957655706057756,0.612367902834929
"4655",34.194208,-119.18145,381282,"CET-Oxnard","CA",0.605,0.395,0.0588,0,0.916,0.0252,0,0,0,0.6605664488,0.2064714946,"Oxnard","93030",2,0.3238,1,1,3,5278,24900,0.82105296395033,-0.0448660890231001,0.979219962154627,0.957655706057756,0.678265635784903
"4656",34.943576,-120.441978,381325,"CET-Santa Maria","CA",0.2276,0.7724,0.069,0.0207,0.8759,0.0069,0,0,0.0276,0.6605664488,0.2064714946,"Santa Maria","93458",2,0.3563,1,1,3,5278,24900,0.878888157631168,0.111391021488143,0.979219962154627,0.957655706057756,0.731788711832924
"4672",34.070068,-117.270676,381909,"ITT Technical Institute-San Bernardino","CA",0.7507,0.2493,0.2143,0.1545,0.4913,0.0481,0.0087,0,0.0583,0.4972857507,0.2337406569,"San Bernardino","92408",3,0.8699,3,2,1,13566,42800,0.48060864516318,0.869865755186534,0.954017663877175,0.999509074179081,0.826000284601493
"4673",34.153012,-118.462705,381945,"Los Angeles ORT College-Van Nuys Campus","CA",0.3565,0.6435,0.7161,0.0063,0.2492,0.0284,0,0,0,0.6560509554,0.4837905237,"Van Nuys","91411",2,0.354,2,2,2,6764,27200,0.992831487346745,0.0739942005517039,0.262290434781039,0.960210194576509,0.572331579313999
"4676",33.515476,-117.164001,382267,"Royale College of Beauty","CA",0.2895,0.7105,0.3684,0.1842,0.4079,0.0263,0.0132,0,0,0.5714285714,0.2195121951,"Temecula","92590",3,0.4646,1,1,3,6333,21400,0.950916107875403,0.769438024644191,0.96840023089017,0.993383164075106,0.920534381871218
"4677",34.08117,-117.435734,382276,"Westech College","CA",0.2346,0.7654,0.1754,0.1689,0.5789,0.011,0,0.0044,0.0066,0.6423611111,0.1604651163,"Fontana","92335",3,0.5935,1,1,3,9323,29000,0.888637511604507,0.702455492263503,0.999345744165911,0.967469087933143,0.889476958991766
"4746",34.140464,-116.213939,395362,"Copper Mountain Community College","CA",0.3532,0.6468,0.5907,0.0386,0.2491,0.0342,0.0109,0.0044,0.0626,0.5169029444,0.3078994614,"Joshua Tree","92252",1,0.1043,2,2,2,7750,32400,0.991644393288041,0.495716302642631,0.835514680062911,0.999972667287397,0.830712010820245
"4747",34.055938,-118.272364,395690,"Diversified Vocational College","CA",0.3461,0.6539,0.0589,0.0913,0.7275,0.0471,0.0015,0,0.0677,0.5541795666,0.2848,"Los Angeles","90017-1604",3,0.0418,1,1,3,6250,21300,0.988782141917725,0.487147464112364,0.880261460774199,0.996720727883617,0.838227948671976
"4749",36.783816,-119.790435,397942,"UEI College-Fresno","CA",0.1749,0.8251,0.1544,0.0973,0.6587,0.0346,0.0035,0.0021,0.0212,0.6584038694,0.1478293413,"Fresno","93726",3,0.5833,1,1,3,9500,29300,0.792357578466087,0.718899825855795,0.999951162934617,0.958889028404502,0.86752439891525
"4750",34.14241,-117.987931,398130,"Mt Sierra College","CA",0.7097,0.2903,0.172,0.0581,0.443,0.0946,0.0043,0.0194,0.071,0.4777777778,0.1308016878,"Monrovia","91016",3,0.8439,3,3,1,23730,46400,0.594327008659962,0.898465558634531,0.997411782760639,0.997560697727063,0.871941261945549
"4751",33.790993,-118.220223,398574,"Wyotech-Long Beach","CA",0.9058,0.0942,0.1408,0.1224,0.6039,0.0405,0.0053,0.0158,0.0563,0.6168505517,0.125,"Long Beach","90810-3800",3,0.5098,2,1,2,9245,27900,-0.0765291239273875,0.765726609819215,0.995666741910532,0.979047023438006,0.665977812810091
"4753",33.8381,-117.950661,399869,"Southern California Institute of Technology","CA",0.9506,0.0494,0.23,0.0798,0.4753,0.1635,0.0019,0.019,0.0228,0.5820610687,0.2551928783,"Anaheim","92801-3758",3,0.5262,3,1,1,9500,32200,-0.27483550101733,0.915455098081967,0.927248563479988,0.99074815144895,0.639654077998394
"4755",34.05402,-117.30975,400080,"Summit College","CA",0.3047,0.6953,0.1584,0.1433,0.4811,0.0543,0.0075,0.0528,0.0226,0.5487804878,0.2350993377,"Colton","92324",3,1,1,1,3,8444,31800,0.96371162773078,0.683222117173065,0.95250358836262,0.997527125596249,0.899241114715679
"4860",36.653724,-121.799216,409698,"California State University-Monterey Bay","CA",0.3795,0.6205,0.3238,0.0643,0.423,0.0535,0.0051,0.0042,0.0616,0.4623194065,0.0807764559,"Seaside","93955-8001",1,0.477,4,3,1,11525,43300,0.998580383224315,0.941398066008946,0.967669475903629,0.994963452387792,0.97565284438117
"4861",36.706813,-121.652784,409874,"Heald College-Salinas","CA",0.2566,0.7434,0.0616,0.0132,0.2947,0.0059,0.0015,0.0059,0.0044,0.5363278975,0.1818086665,"Salinas","93906",3,0.7917,2,2,2,9500,33100,0.916615392417949,0.617264771652013,0.993505548291694,0.998953825289702,0.88158488441284
"4866",34.061265,-118.299126,410502,"Argosy University-The Art Institute of California-Hollywood","CA",0.5031,0.4969,0.2091,0.1586,0.4351,0.0643,0.0062,0.0243,0.0019,0.5099347495,0.1975711015,"North Hollywood","91601",3,0.8048,3,3,1,10000,41300,0.95384444712291,0.862880262345407,0.985307305289883,0.999979756421547,0.950502942794937
"4867",33.946317,-117.281388,410520,"Sage College","CA",0.0713,0.9287,0.4668,0.0491,0.3145,0.0295,0,0.0172,0.113,0.4952380952,0.3360995851,"Moreno Valley","92557-6720",3,0.8949,2,1,2,18700,35500,0.554665353590954,0.61237641827484,0.771277508150006,0.999374234700671,0.734423378679118
"4871",34.062096,-118.295073,411684,"Marian Health Careers Center-Los Angeles Campus","CA",0.265,0.735,0.0598,0.0513,0.2821,0.5214,0,0.0513,0,0.3185185185,0.2588235294,"Los Angeles","90010",3,0.5838,1,1,3,14770,52600,0.926232009793861,-1.25647912983871,0.922113131224727,0.926173869716578,0.379509970224113
"4884",33.956018,-118.377744,413680,"Spartan College of Aeronautics & Technology","CA",0.9469,0.0531,0.1715,0.1546,0.4831,0.1063,0.0024,0.0242,0,0.5233415233,0.1880819367,"Inglewood","90301-2904",3,0.7698,1,1,2,20054,44700,-0.257822794541819,0.835673133062662,0.990638168973221,0.999797902489162,0.642071602495807
"4889",34.221029,-119.145955,413848,"ITT Technical Institute-Oxnard","CA",0.7491,0.2509,0.3024,0.0825,0.4296,0.1065,0.0069,0.0034,0.0275,0.4972857507,0.2337406569,"Oxnard","93036",3,0.7404,3,2,1,13566,42800,0.485309557392836,0.987730912398262,0.954017663877175,0.999509074179081,0.856641801961839
"4921",34.080137,-117.990592,416458,"Premiere Career College","CA",0.2757,0.7243,0.0476,0.0301,0.7494,0.1378,0.005,0.0175,0.0125,0.5911330049,0.2021466905,"Irwindale","91706-3746",3,0.9079,1,1,2,9500,35600,0.937628729368696,0.420148236411923,0.982309322286981,0.988151539192635,0.832059456815059
"4927",36.329656,-119.289484,417062,"Estes Institute of Cosmetology Arts and Science","CA",0.0395,0.9605,0.3158,0.0132,0.5526,0.0395,0.0132,0,0.0526,0.6142857143,0.1458333333,"Visalia","93291",3,0.2773,1,1,3,4475,18100,0.463734141461932,0.80838265966791,0.999852796197093,0.980070746769988,0.813010086024231
"4929",34.256528,-119.21916,417123,"Ventura Adult and Continuing Education","CA",0.5481,0.4519,0.4135,0.0288,0.4615,0.0673,0.0192,0.0096,0,0.58125,0.2058823529,"Ventura","93003-0000",1,0.1242,1,1,3,3500,26600,0.905889739085,0.809109388959503,0.97965542637617,0.990964678819933,0.921404808310151
"4930",38.667061,-121.336181,417132,"Marinello Schools of Beauty-Sacramento","CA",0.0433,0.9567,0.3333,0.1775,0.3788,0.0541,0.0087,0.013,0.0108,0.598755832,0.1563218391,"Sacramento","95841",3,0.6693,1,1,3,8068,23600,0.47504423795056,0.866576594987584,0.999777997094064,0.985721701353371,0.831780132846395
"5013",35.263725,-120.644796,419183,"Central California School of Continuing Education","CA",0.1247,0.8753,0.4156,0.0078,0.4909,0.0234,0.0026,0.0078,0.0078,0.6024096386,0.2197309417,"San Luis Obispo","93401",3,0.8908,1,1,2,5461,42800,0.688371269260244,0.751964035371495,0.968199472219655,0.984476728590819,0.848252876360553
"5057",33.748001,-117.868152,420608,"Colleen O'Haras Beauty Academy","CA",0.0317,0.9683,0.0476,0.0159,0.9127,0.0079,0,0,0,0.7441860465,0.1826923077,"Santa Ana","92701-0000",3,0.4907,1,1,3,8731,20700,0.440141026094118,-0.0541932587437022,0.993133290493098,0.895989026661549,0.568767521126266
"5076",33.681307,-117.873219,422695,"Pacific College","CA",0.135,0.865,0.1277,0.0839,0.5803,0.1277,0,0.0073,0.0073,0.6,0.3133802817,"Costa Mesa","92626",3,0.6538,3,1,1,16955,43500,0.711422451851282,0.795982060740411,0.823857052096969,0.985303614411496,0.829141294775039
"5082",34.145839,-118.139189,423980,"Le Cordon Bleu College of Culinary Arts-Pasadena","CA",0.5033,0.4967,0.1842,0.1049,0.0435,0.1088,0.0106,0.0123,0.005,0.5189340813,0.1106337272,"Pasadena","91101",3,0.7417,2,1,2,11500,38900,0.953668713199726,0.618642119707206,0.989420981037893,0.999934980521169,0.890416698616498
"5128",38.525148,-121.394446,430342,"CET-Sacramento","CA",0.3642,0.6358,0.2252,0.3311,0.3377,0.0397,0.0199,0.0132,0.0331,0.6605664488,0.2064714946,"Sacramento","95828",2,0.3018,1,1,3,5278,24900,0.995247844451113,0.284403698795879,0.979219962154627,0.957655706057756,0.804131802864844
"5147",33.835712,-118.315267,430980,"Everest College-Torrance","CA",0.162,0.838,0.1197,0.1479,0.4648,0.0634,0,0.0423,0.1338,0.6115107914,0.0653266332,"Torrance","90501",3,0.6753,1,1,3,8022,23500,0.767644350790335,0.471985958419281,0.951764216921388,0.981149448164891,0.793135993573974
"5154",36.83679,-119.723249,431141,"Institute of Technology Inc","CA",0.4412,0.5588,0.3779,0.0477,0.3067,0.0235,0.0067,7e-04,0.0242,0.5640194489,0.2323117669,"Clovis","93612",3,0.6949,2,1,2,9500,28800,0.992189679983923,0.852929506143899,0.955583519719554,0.994958849423121,0.948915388817624
"5182",33.976895,-117.369777,432302,"Brightwood College-Riverside","CA",0.2195,0.7805,0.2317,0.1098,0.6037,0.0061,0.0061,0.0183,0,0.5804540967,0.1402616279,"Riverside","92507-0000",3,0.525,2,1,2,9400.5,39400,0.867096253039606,0.751431913092525,0.999298122230566,0.991174665152565,0.902250238378815
"5185",34.068595,-117.571744,432384,"Platt College-Ontario","CA",0.2947,0.7053,0.2181,0.0835,0.5708,0.0487,0.007,0.0046,0.058,0.585504886,0.1525320317,"Ontario","91764",3,0.6188,3,2,1,18870.5,33500,0.955510565180191,0.870465702254381,0.999973661415551,0.989800216333271,0.953937536295848
"5187",34.019215,-118.451869,432533,"Argosy University-The Art Institute of California-Los Angeles","CA",0.5787,0.4213,0.0634,0.0327,0.3886,0.0167,0.0014,0.0042,0.0097,0.5099347495,0.1975711015,"Santa Monica","90405-3035",3,0.7998,3,3,1,10000,41300,0.86362481243769,0.701788153626367,0.985307305289883,0.999979756421547,0.887675006943872
"5188",33.797115,-118.171442,433004,"American University of Health Sciences","CA",0.2993,0.7007,0.0876,0.073,0.146,0.6387,0,0.0073,0.0438,0.3064516129,0.2374100719,"Signal Hill","90755-3612",3,0.8643,4,3,1,29000,40900,0.959386733542246,-2.25846484321931,0.949872247537181,0.916736230648526,0.141882592127161
"5189",33.693904,-117.885043,433013,"Career Networks Institute","CA",0.2427,0.7573,0.2688,0.086,0.4194,0.1751,0.0123,0.0046,0.0046,0.4540059347,0.228742515,"Orange","92868-4710",3,0.731,1,1,2,11687,28100,0.899408397636958,0.903091982285203,0.959376397629551,0.99318154215317,0.938764579926221
"5197",34.257884,-119.226434,433420,"Santa Barbara Business College-Ventura","CA",0.183,0.817,0.2281,0.0769,0.6154,0.0212,0.008,0.008,0.0159,0.603125,0.2325581395,"Ventura","93003",3,0.8635,4,2,1,13400,35200,0.8071652067488,0.797162137721075,0.955315466433066,0.984226890515002,0.885967425354486
